Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
22.0,5.0,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,4.473868739707271
35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,2.978378251221899
37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,7.767327722648772
25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20.49404568761267
35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,6.124909792177833
23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,7.857731631182655
35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20.16562973954575
39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,9.307452694673902
38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,6.036663142757867
32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,11.909223162128033
31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20.840333773928673
33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,4.467479842380697
27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,3.114256244046455
28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,19.87749048186349
30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,17.066749209268597
36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,9.213335387371762
33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20.168266432962156
34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,7.76771625114036
33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,13.603020769129738
30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,14.01442766808395
23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,10.801322526269193
20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,7.857731631182655
25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,1.5513187439789307
22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,17.087653420169193
37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,14.013015718630513
31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,2.9943608335684293
32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,19.64748157825661
23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,6.213956477581239
37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,17.067306716419083
37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,6.206238961985072
34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,6044.833637684351
28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,9.152171381224285
25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,17.086791932593467
28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,6.077622595232761
25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.143107809769986
29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,1.5313729441936303
38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,10.581171494624508
23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,9.429277693727657
21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,1.488909839276616
25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,10.634370379759906
21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,19.9005072636652
39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,13.961880995197625
39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,12.233172913174272
33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20.430094772882978
35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,9.11532320137564
23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,6.142774513186105
35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,7.443884275441393
29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,10.750296907444508
,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,5955.539663562981
35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,7.545699426416402
24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,3.0580992814711854
,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,16.636869894287408
33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,4.593852231444362
28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,12.41293032728011
22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,1.512814642772985
31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,17.127070178101405
39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,9.175140679101585
26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.5572622939685072
37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,13.77804307981544
36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,11.000823613167864
34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,13.602617847910004
25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,9.30989626273136
32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,1.5516061704341546
26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,1.5571051611425668
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,9.429277693727657
32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,6.142384770471023
27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,11.90951269675282
39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,13.980363250085675
36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,10.8748992795143
32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,13.981235945404284
26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,1.5535303874102397
35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,13.57398330052879
25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.0386612513225897
35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,10.704466554143599
38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,4.467540049378466
32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20.240970572261126
27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,10.860315424361021
23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,1.5116504081151727
32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,16.84199196719132
38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,16.711472766174065
25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,2.935340658324606
37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,6.032820194673193
20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,7.558172703229045
39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,16.37407996770264
35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,1.5429939334567842
26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,12.108951842446006
27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,19.878015432291818
20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,13.779512651865089
34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,10.557776854813198
32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,7.568674945577444
21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,16.4019497180737
25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,9.071980190359005
22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,17.287005375714283
20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,6.124653465742833
22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,7.785345992082555
36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,19.9005072636652
30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,10.697518332262613
26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20.169397688611475
22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,12.285892736792439
36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,1.5194644172882608
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,6.077570947349443
32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,10.750260600969305
22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,4.587765908807845
37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,6.28618544846543
29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,16.84199196719132
20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,1.5126250336765366
35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,3.0169314328411567
38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,6.033434951088432
35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,10.702279777951292
32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,6.213956477581239
20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,4.537715203971443
23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,5.956603337082311
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,4.606848984145804
34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,3.1031420075334495
22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,13.961107224806996
32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,4.536218371939972
35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,6.142774513186105
22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,13.77962531709109
,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,13.757114163780207
23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,6.123259471591566
39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,12.427375911701612
37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,6.28618544846543
30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,16.59204339359847
24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,3.0575392111275703
32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20.16414405648821
29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,19.331685982129315
34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,16.710797628990175
22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,3.0169292165977044
36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,16.891047473713215
36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,13.961373581118115
,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,1.5116479318555807
,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,17102.183606786213
38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,10.559302400338103
21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,9.187249540761012
27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,4.558062723274319
20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20.16836398728617
29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,3.0170115910650512
29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,3.08627251397392
23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,1.5138548201186546
38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,13.207094034074757
26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,7.7854709852875725
26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,14.013036629567331
32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,6.033658008553834
31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,10.704460837148263
29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,10.70149756520144
21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,17.128458970152494
,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.0169314328411567
27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,7.6561418312280365
32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,12.0915005600288
22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,12.456541707036969
34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,12.411775059986057
35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,3.0714926269750666
29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,1.5512724512388212
35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,12.456564395376788
30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,13.397554846231854
36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,12.285004817705726
33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,7.785598085763762
,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,3.023249961817461
37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.102486293902788
30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,13.602626100190802
32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,12.572369364893285
36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,12.285784260980437
38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,3.1029793582453284
36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,8.932171573579765
38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,10.861085278858223
29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,3.016768196591248
37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,7.54261910119877
20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,13.960989369996327
38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,13.981408471025443
25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,6.214230890427467
39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,13.573815099416741
32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,11.000823613167864
25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,16.710968645606304
26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,19.031115845914687
27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,10.696495487007079
29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,3.0714676815187736
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,9.068644949258536
38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,9.151810797690972
23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,6.228266425807183
29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,4.5855064100797165
33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,3.1070478310805534
39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,7.656147543388205
26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,10.479117025112743
32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,19.648754049649057
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,3.0387325708967725
34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,6.228280871781361
28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,19.7499807656048
34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,6.20627026679694
34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,5.955066863630696
39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,9.30717443101688
21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,1.5310608986879055
36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,9.320721776621898
30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,7.6787842827720985
31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,14.036374258907383
33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,11.71180331517611
32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,12.409075821533758
34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.18769780607516
31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,16.649443953477785
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,3.023249961817461
33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,4.607472849563237
39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,3.023081635985311
29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,9.186999317799923
30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,20.166334572976904
25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,7.5420430122694375
25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,11.000823613167864
24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,16.625353359544402
27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,12.41254707339067
24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.54206232071015
23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,6.17156319816719
30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,4.655076776419026
37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,7.596908707866855
31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,3.1142919897674384
39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20.430094772882978
20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,9.18732212501908
33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,9.115764661603613
35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,1.5571615384478563
28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,17.287005375714283
21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,4.7146391697631795
38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,13.82033664507314
22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,7.785423026475212
32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.0231870452119844
30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,9.055593871322804
35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,4.466356317673139
30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,10.716554384684308
24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,13.602792005044272
31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,2.977539505260001
15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,4.653725374223341
,,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,19.38383094622301
27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,4.467479842380697
28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,3.0570300962714665
,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,12.229040851582711
23.0,4.1,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,6.228490369320803
26.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,4.535011369325399
21.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,7.757673798504583
38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,4.526767329138012
37.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,1.5715464192431179
32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,7.655507420811969
22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,1.5091381736679477
39.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.5535751535432145
34.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,49,14.143914925457633
25.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,13.602737271312993
28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,1.4890519253393668
33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,4.462025660478661
30.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,3.057522483699505
30.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,20.168501494357532
39.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,12.410665530835349
25.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,7.857731631182655
21.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,6.077569322507281
34.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Urban,15,6.077070397746962
37.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,6.142763061969513
23.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,13.397938343161869
37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,19,3.1430928207904922
28.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,10.717456572615427
29.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,12.427107097089786
25.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,1.5119036005250213
26.0,3.2,Sunny,Low,2,Snack,motorcycle,2.0,No,Metropolitian,42,16.626363248214012
34.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,16.626299296196372
25.0,4.6,Sunny,Low,2,Meal,scooter,1.0,No,,27,16.624779036384027
32.0,4.7,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27,6.077386271320292
31.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,6.0324543716154375
27.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10,13.397671326286492
28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,3.023180706963268
35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,37,6.1432168097163204
28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,13.727318134904385
29.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,10.717784413840027
24.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,15,10.860435728153146
37.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,9.429277693727657
29.0,5.0,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,9.186800022399215
38.0,5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,19.648678140498333
24.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24,6.142905512267879
23.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,29,12.0915005600288
23.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,11,1.5536010895678545
20.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,17.127070178101405
33.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,3.0717308338502023
